z,uw
308.0,-0.0014841001681889787
310.4347826086957,-0.001307999809375911
312.8695652173913,-0.001142461137268968
315.304347826087,-0.0009885476412510095
317.7391304347826,-0.0008473993203038813
320.1739130434783,-0.0007196032821752842
322.60869565217394,-0.0006061197248080004
325.04347826086956,-0.000507093604499857
327.47826086956525,-0.00042232360729668153
329.9130434782609,-0.00035153349667549344
332.34782608695656,-0.0002948230788651006
334.7826086956522,-0.0002501524929068614
337.21739130434787,-0.0002160045542119178
339.6521739130435,-0.00019021058184557499
342.0869565217391,-0.00017081099411750235
344.5217391304348,-0.00015704924614030373
346.95652173913044,-0.00014767046316226608
349.3913043478261,-0.00014172545691898603
351.82608695652175,-0.0001382095638274948
354.26086956521743,-0.0001363375024212394
356.69565217391306,-0.00013553761173767066
359.13043478260875,-0.00013517645432877258
361.5652173913044,-0.0001348756001518005
364.0,-0.0001345113228233733
366.4347826086957,-0.00013408196381098093
368.8695652173913,-0.000133643968432819
371.304347826087,-0.00013314120383497869
373.7391304347826,-0.00013256068258882386
376.1739130434783,-0.00013191486545269352
378.60869565217394,-0.0001312223512280646
381.04347826086956,-0.0001304570508627521
383.47826086956525,-0.00012960308969131758
385.9130434782609,-0.0001286379315066394
388.34782608695656,-0.00012757107216750072
390.7826086956522,-0.00012647598503750978
393.21739130434787,-0.00012546586469874667
395.6521739130435,-0.00012461214219801036
398.0869565217392,-0.00012396183824667117
400.5217391304348,-0.00012353299793457453
402.95652173913044,-0.00012329717057542588
405.3913043478261,-0.0001232203852687276
407.82608695652175,-0.00012325888529073905
410.26086956521743,-0.00012329478945645263
412.69565217391306,-0.00012315732016638452
415.13043478260875,-0.00012274434760613988
417.5652173913044,-0.0001219834126618869
420.0,-0.00012080931429467874
422.4347826086957,-0.00011921748338075908
424.8695652173913,-0.00011725004276562287
427.304347826087,-0.00011502246533694802
429.7391304347826,-0.0001127050215715059
432.1739130434783,-0.00011044951429505153
434.60869565217394,-0.00010829252538608049
437.0434782608696,-0.00010621630147635618
439.47826086956525,-0.00010418506872810144
441.9130434782609,-0.00010216281683247914
444.34782608695656,-0.00010010543454120412
446.7826086956522,-9.801358048520999e-05
449.21739130434787,-9.59295533287353e-05
451.6521739130435,-9.397874920400381e-05
454.0869565217392,-9.236512754721074e-05
456.5217391304348,-9.124060417001217e-05
458.95652173913044,-9.060769626906444e-05
461.3913043478261,-9.03156326841148e-05
463.82608695652175,-9.009048649402345e-05
466.26086956521743,-8.963152213793969e-05
468.69565217391306,-8.873066691554887e-05
471.13043478260875,-8.725636033749509e-05
473.5652173913044,-8.521031784645118e-05
476.00000000000006,-8.26944541039604e-05
478.4347826086957,-7.99150353011535e-05
480.8695652173913,-7.712170092954942e-05
483.304347826087,-7.457028707939373e-05
485.7391304347826,-7.239287225329553e-05
488.1739130434783,-7.064489534862046e-05
490.60869565217394,-6.933914642188365e-05
493.0434782608696,-6.845877861330332e-05
495.47826086956525,-6.795448278869981e-05
497.9130434782609,-6.776243216573152e-05
500.34782608695656,-6.777381498463547e-05
502.7826086956522,-6.779303524108618e-05
505.21739130434787,-6.760813207162534e-05
507.6521739130435,-6.704686397194334e-05
510.0869565217392,-6.605986733042279e-05
512.5217391304349,-6.474624123541221e-05
514.9565217391305,-6.335036486801878e-05
517.3913043478261,-6.214204926617555e-05
519.8260869565217,-6.13015109118516e-05
522.2608695652174,-6.089523025419478e-05
524.6956521739131,-6.092074392875825e-05
527.1304347826087,-6.12922615063243e-05
529.5652173913044,-6.188485385008934e-05
532.0,-6.254758237187824e-05
534.4347826086957,-6.309408249489315e-05
536.8695652173914,-6.331479631428109e-05
539.304347826087,-6.307684430405094e-05
541.7391304347826,-6.235485119930202e-05
544.1739130434783,-6.123922034270995e-05
546.608695652174,-5.983991815875579e-05
549.0434782608696,-5.829504458415553e-05
551.4782608695652,-5.672535284615603e-05
553.9130434782609,-5.520499179678837e-05
556.3478260869565,-5.373611127920556e-05
558.7826086956522,-5.2275964132840476e-05
561.2173913043479,-5.0722749083245946e-05
563.6521739130435,-4.8985490799285984e-05
566.0869565217391,-4.7063640670905636e-05
568.5217391304349,-4.494843788588299e-05
570.9565217391305,-4.259367833250633e-05
573.3913043478261,-4.002997107816375e-05
575.8260869565217,-3.737320044392755e-05
578.2608695652174,-3.4703913477724286e-05
580.6956521739131,-3.215774025664604e-05
583.1304347826087,-2.995668037131468e-05
585.5652173913044,-2.8281950003816742e-05
588.0,-2.7273994695862388e-05
590.4347826086957,-2.696249147023561e-05
592.8695652173914,-2.722985772375015e-05
595.304347826087,-2.7869889187887712e-05
597.7391304347826,-2.8719562244674006e-05
600.1739130434783,-2.970819551751012e-05
602.608695652174,-3.0846164212564854e-05
605.0434782608696,-3.221832530532548e-05
607.4782608695652,-3.389409857287917e-05
609.9130434782609,-3.592874781082251e-05
612.3478260869566,-3.8291865352077135e-05
614.7826086956522,-4.082411204891975e-05
617.2173913043479,-4.331252979649682e-05
619.6521739130435,-4.5627178646986034e-05
622.0869565217391,-4.768562581008439e-05
624.5217391304349,-4.9446358677887386e-05
626.9565217391305,-5.0862697095903376e-05
629.3913043478261,-5.184729319784411e-05
631.8260869565217,-5.232224721031033e-05
634.2608695652174,-5.223316752933244e-05
636.6956521739131,-5.158011245978231e-05
639.1304347826087,-5.0439945708245604e-05
641.5652173913044,-4.8888846482193656e-05
644.0,-4.7016981902701066e-05
646.4347826086957,-4.491313659497724e-05
648.8695652173914,-4.267791091547602e-05
651.304347826087,-4.035449220745191e-05
653.7391304347826,-3.800618540748586e-05
656.1739130434783,-3.5677915444436026e-05
658.608695652174,-3.338571498763983e-05
661.0434782608696,-3.114369635313091e-05
663.4782608695652,-2.898468131465894e-05
665.9130434782609,-2.6936846539495456e-05
668.3478260869566,-2.5074302318151806e-05
670.7826086956522,-2.3523998711425173e-05
673.2173913043479,-2.2388839442851872e-05
675.6521739130435,-2.1693711660790262e-05
678.0869565217391,-2.1407117447781532e-05
680.5217391304349,-2.147038089161266e-05
682.9565217391305,-2.1802621037395625e-05
685.3913043478261,-2.2334114721989097e-05
687.8260869565217,-2.293809277121125e-05
690.2608695652175,-2.3513015435673637e-05
692.6956521739131,-2.3959881629582434e-05
695.1304347826087,-2.415856795362965e-05
697.5652173913044,-2.4030646866689064e-05
700.0,-2.3584921278791905e-05
702.4347826086957,-2.2852211053318113e-05
704.8695652173914,-2.189499378565526e-05
707.304347826087,-2.073882459688567e-05
709.7391304347826,-1.9450281805742223e-05
712.1739130434783,-1.811645831509168e-05
714.608695652174,-1.6783697737410826e-05
717.0434782608696,-1.552847725830764e-05
719.4782608695652,-1.442612443335001e-05
721.9130434782609,-1.349506772788971e-05
724.3478260869566,-1.2747364531764614e-05
726.7826086956522,-1.2184908396957164e-05
729.2173913043479,-1.1829859358995234e-05
731.6521739130435,-1.1663795417635693e-05
734.0869565217391,-1.1636425867130636e-05
736.5217391304349,-1.1645222768393885e-05
738.9565217391305,-1.160185207284254e-05
741.3913043478261,-1.142199131916715e-05
743.8260869565217,-1.1109297692863443e-05
746.2608695652175,-1.0738814084971958e-05
748.6956521739131,-1.0434491137048145e-05
751.1304347826087,-1.0262307383728804e-05
753.5652173913044,-1.016098976706714e-05
756.0,-1.0063030808770775e-05
758.4347826086957,-9.897960231515144e-06
760.8695652173914,-9.65500448106306e-06
763.304347826087,-9.356186264850376e-06
765.7391304347826,-9.04345675343862e-06
768.1739130434784,-8.871252548387288e-06
770.608695652174,-9.000223133371934e-06
773.0434782608696,-9.50895063540425e-06
775.4782608695652,-1.0305088539731779e-05
777.9130434782609,-1.120592788996583e-05
780.3478260869566,-1.2028176799796909e-05
782.7826086956522,-1.2657929542439639e-05
785.2173913043479,-1.3088266991126818e-05
787.6521739130435,-1.336300444171165e-05
790.0869565217391,-1.3489510976277345e-05
792.5217391304349,-1.3497548919286129e-05
794.9565217391305,-1.3372568774127741e-05
797.3913043478261,-1.3029280284581711e-05
799.8260869565217,-1.2384989727728498e-05
802.2608695652175,-1.1365551727371884e-05
804.6956521739131,-1.0035097680130917e-05
807.1304347826087,-8.522128821218884e-06
809.5652173913044,-6.943023158195682e-06
812.0,-5.427487024027042e-06
814.4347826086957,-4.049011403891398e-06
816.8695652173914,-2.915181586649798e-06
819.304347826087,-2.1182070302487886e-06
821.7391304347826,-1.7067949821342534e-06
824.1739130434784,-1.7214509262460205e-06
826.608695652174,-2.1108861288171327e-06
829.0434782608696,-2.8083726099235943e-06
831.4782608695652,-3.668436152271963e-06
833.9130434782609,-4.515755888510504e-06
836.3478260869566,-5.1926446503944565e-06
838.7826086956522,-5.575163916763896e-06
841.2173913043479,-5.63081856503545e-06
843.6521739130435,-5.380095177407428e-06
846.0869565217392,-4.866758919745868e-06
848.5217391304349,-4.201888925773005e-06
850.9565217391305,-3.524533074669824e-06
853.3913043478261,-2.9270562777805896e-06
855.8260869565217,-2.4544415261656807e-06
858.2608695652175,-2.1576156772941075e-06
860.6956521739131,-2.0582687071417547e-06
863.1304347826087,-2.1992313704896754e-06
865.5652173913044,-2.5634750247509673e-06
868.0,-3.0233092403752e-06
870.4347826086957,-3.3599228128208477e-06
872.8695652173914,-3.390937630218554e-06
875.304347826087,-3.0329155764375607e-06
877.7391304347826,-2.3685321533415444e-06
880.1739130434784,-1.5818871796535323e-06
882.608695652174,-9.193720916595656e-07
885.0434782608696,-4.4250546716607736e-07
887.4782608695652,-7.708479548356547e-08
889.9130434782609,1.3287525626745452e-07
892.3478260869566,2.1382131045946604e-07
894.7826086956522,8.754476325650652e-08
