z,uw
1.2173913043478262,-0.007254455013879142
3.6521739130434785,-0.02944498985201159
6.086956521739131,-0.03209098224987482
8.521739130434783,-0.03418806733025721
10.956521739130435,-0.03507252719240517
13.391304347826088,-0.0355265134250124
15.82608695652174,-0.03564795242586235
18.26086956521739,-0.03561577108506704
20.695652173913047,-0.03549611397158286
23.130434782608695,-0.03532352333670829
25.56521739130435,-0.03511371312487458
28.0,-0.034879787666282185
30.434782608695656,-0.0346309724003985
32.869565217391305,-0.03436955781509088
35.30434782608696,-0.03410016428428294
37.73913043478261,-0.03382467300233844
40.173913043478265,-0.03353892698096455
42.608695652173914,-0.03324541203558066
45.04347826086957,-0.03294798040379203
47.47826086956522,-0.03264950453461072
49.913043478260875,-0.03235196463367765
52.34782608695652,-0.03205159246302282
54.78260869565218,-0.03174434975929244
57.21739130434783,-0.03143596835517346
59.652173913043484,-0.031127958131116074
62.08695652173913,-0.030817089294005354
64.52173913043478,-0.030503343037882984
66.95652173913044,-0.030188938555133858
69.3913043478261,-0.029874574649285123
71.82608695652175,-0.029558975011123964
74.26086956521739,-0.029242588160142784
76.69565217391305,-0.028927910712032504
79.1304347826087,-0.028612864824924325
81.56521739130436,-0.02829830984782628
84.0,-0.027982110960640415
86.43478260869566,-0.027664698042202986
88.86956521739131,-0.027346555252238787
91.30434782608697,-0.0270283388141062
93.73913043478261,-0.02670970035960589
96.17391304347827,-0.026391657104829488
98.60869565217392,-0.026074415049134436
101.04347826086958,-0.02575480633440926
103.47826086956522,-0.02543488558589658
105.91304347826087,-0.02511665973736972
108.34782608695653,-0.024797009136980148
110.78260869565219,-0.024477655781371233
113.21739130434783,-0.024159719821336655
115.65217391304348,-0.023839797525324537
118.08695652173914,-0.02351768455838343
120.5217391304348,-0.023195944106764687
122.95652173913044,-0.02287471681450825
125.3913043478261,-0.022552542494726626
127.82608695652175,-0.022229749679294968
130.2608695652174,-0.021906675273393728
132.69565217391306,-0.02158307753167375
135.13043478260872,-0.021259951157011625
137.56521739130434,-0.02093679254767678
140.0,-0.020613019463877474
142.43478260869566,-0.02028981012377811
144.8695652173913,-0.01996786425003269
147.30434782608697,-0.019647134964963793
149.73913043478262,-0.01932584391539444
152.17391304347828,-0.01900566673784618
154.60869565217394,-0.018688212178232234
157.04347826086956,-0.01837221241205406
159.47826086956522,-0.018056134895305505
161.91304347826087,-0.01774012714029564
164.34782608695653,-0.01742639981180698
166.7826086956522,-0.017113601516662982
169.21739130434784,-0.016801158936442125
171.6521739130435,-0.016488813626083666
174.08695652173915,-0.01617803919707556
176.52173913043478,-0.015868350384797253
178.95652173913044,-0.015560121919319443
181.3913043478261,-0.015253125438050297
183.82608695652175,-0.0149483270901401
186.2608695652174,-0.01464478789230495
188.69565217391306,-0.014342692674366088
191.13043478260872,-0.014042453617327833
193.56521739130437,-0.013743650024426582
196.0,-0.013446175682119133
198.43478260869566,-0.013150680151907092
200.8695652173913,-0.012855740155830804
203.30434782608697,-0.012562057124995436
205.73913043478262,-0.012270040348850908
208.17391304347828,-0.011980069837526731
210.60869565217394,-0.011691840453246498
213.0434782608696,-0.011403910356660286
215.47826086956522,-0.011117303160152848
217.91304347826087,-0.010831525935387873
220.34782608695653,-0.010547052420992737
222.7826086956522,-0.010263318181336694
225.21739130434784,-0.009980816744294756
227.6521739130435,-0.009699243094762056
230.08695652173915,-0.009419258784237649
232.5217391304348,-0.009140290214565373
234.95652173913044,-0.008862250050971552
237.3913043478261,-0.008585701036613371
239.82608695652175,-0.008310655603179895
242.2608695652174,-0.00803707833217756
244.69565217391306,-0.007764541682174463
247.13043478260872,-0.0074926223166314225
249.56521739130437,-0.007222754864977473
252.00000000000003,-0.006954937385050241
254.43478260869566,-0.006688407152093204
256.8695652173913,-0.006423462821168545
259.304347826087,-0.006160295933047678
261.7391304347826,-0.005898988313411563
264.17391304347825,-0.005639209989722802
266.60869565217394,-0.005381006049718732
269.04347826086956,-0.0051253014434460755
271.47826086956525,-0.004872086663065897
273.9130434782609,-0.004621047301055714
276.34782608695656,-0.004372064888539045
278.7826086956522,-0.004125690786920728
281.21739130434787,-0.0038818319418468324
283.6521739130435,-0.0036408888109843935
286.0869565217391,-0.0034033969058292726
288.5217391304348,-0.0031697098141737984
290.95652173913044,-0.002939527044157157
293.3913043478261,-0.0027135188295932086
295.82608695652175,-0.0024924317555124363
298.26086956521743,-0.0022767195603411636
300.69565217391306,-0.002067248754080659
303.1304347826087,-0.0018644720333153473
305.5652173913044,-0.0016698306788748946
