rpts,Alpha,Phi,Cl,Cd,Fx,Fy
0.000000000000000,65.732558179574752,81.156385836035469,0.000000000000000,0.500000000000000,103.821260007460722,-16.167625923068094
1.366700000000000,57.944937300926867,73.368854486498890,0.000000000000000,0.500000000000000,99.015626560303033,-29.686320336308071
4.100000000000000,45.188341415822549,60.612219288932245,0.000000000000000,0.500000000000000,118.162050274039444,-67.001790008321606
6.833300000000000,31.482087290883527,46.905981807225459,0.000000000000000,0.350000000000000,99.390805762001762,-93.573295359981628
10.250000000000000,13.922789394674163,29.347334959396253,1.583100387385578,0.152338933058050,1001.731728313581357,450.047961204051774
14.350000000000000,8.654201749261098,22.253628511578530,1.248160515366294,0.012259403099306,1338.795945364285899,537.252879566128058
18.449999999999999,6.799796790151797,19.087847628339407,1.011170601738931,0.011807002626302,1537.372957617148359,515.514034836006658
22.550000000000001,5.079734803122041,16.228635369738015,0.937973781170191,0.008397283868192,1885.005457832362481,534.126700909638657
26.649999999999999,4.022617836666763,13.973776349393097,0.818499796263881,0.005883135733189,2074.286234899136161,503.529438434388339
30.750000000000000,4.012599865508336,12.738453470687825,0.818912821027863,0.005972532294275,2494.828086889150200,548.494223650606841
34.850000000000001,3.201405646124996,10.777709460816665,0.809819630405464,0.005966262955597,2899.994174868719256,533.235048351459113
38.950000000000003,3.271158459496686,9.715308129358087,0.819362156733335,0.006010973461072,3345.883009555510853,550.996327010818050
43.049999999999997,3.269637840138885,8.697795288243563,0.812830609199690,0.006200304079658,3692.619472581708578,539.198806278515917
47.149999999999999,3.173336027822893,7.846148641280957,0.802314009010302,0.006108267009137,3968.237338230651858,518.998169244454516
51.250000000000000,3.450689439180465,7.380810525409624,0.833661023271830,0.006108290037599,4385.186375505752949,538.732577692329755
54.666699999999999,2.983716014978909,6.288669115326122,0.780999692961061,0.005938680901836,4269.281701053115285,440.509744899423197
57.399999999999999,3.415613770696433,6.251939797411690,0.829674329249046,0.005944517015960,4488.669144021348984,462.281985135871935
60.133299999999998,4.382313254325806,6.970850153519470,0.935383305116359,0.006309660856389,3760.288673993514294,436.849298401675753
61.499899999999997,5.152189905018795,7.744867571522856,1.013879488651037,0.007077420348770,4246.889035553387657,550.665591552124852
