a1,a2,x,y,z,velocityx_avg,velocityy_avg,velocityz_avg
630.0,1.0,1909.1192008768394,1863.0,2.8000000000000114,5.668317906596613,3.068745786847474,0.06772240754739256
630.0,2.0,1909.1192008768394,1863.0,3.8000000000000114,6.014748951437641,3.2482075754572635,0.08903523007657764
630.0,3.0,1909.1192008768394,1863.0,4.800000000000011,6.3611799962786675,3.427669364067053,0.1103480526057627
630.0,4.0,1909.1192008768394,1863.0,5.800000000000011,6.707611041119694,3.607131152676842,0.13166087513494779
630.0,5.0,1909.1192008768394,1863.0,6.800000000000011,7.05404208596072,3.7865929412866306,0.15297369766413285
630.0,6.0,1909.1192008768394,1863.0,7.800000000000011,7.400473130801747,3.9660547298964204,0.17428652019331792
630.0,7.0,1909.1192008768394,1863.0,8.800000000000011,7.575570765684366,4.062853856565077,0.1869173782431958
630.0,8.0,1909.1192008768394,1863.0,9.800000000000011,7.677239796299097,4.1242261281161054,0.1958273943733706
630.0,9.0,1909.1192008768394,1863.0,10.800000000000011,7.778908826913826,4.185598399667134,0.20473741050354538
630.0,10.0,1909.1192008768394,1863.0,11.800000000000011,7.880577857528557,4.246970671218163,0.21364742663372016
630.0,11.0,1909.1192008768394,1863.0,12.800000000000011,7.982246888143287,4.30834294276919,0.22255744276389494
630.0,12.0,1909.1192008768394,1863.0,13.800000000000011,8.083915918758018,4.3697152143202205,0.23146745889406975
630.0,13.0,1909.1192008768394,1863.0,14.800000000000011,8.144265195641214,4.397658574615258,0.24278610379428994
630.0,14.0,1909.1192008768394,1863.0,15.800000000000011,8.14263484192711,4.375458568026312,0.2577176918495783
630.0,15.0,1909.1192008768394,1863.0,16.80000000000001,8.141004488213007,4.353258561437365,0.27264927990486665
630.0,16.0,1909.1192008768394,1863.0,17.80000000000001,8.139374134498905,4.331058554848419,0.28758086796015503
630.0,17.0,1909.1192008768394,1863.0,18.80000000000001,8.137743780784799,4.308858548259473,0.3025124560154434
630.0,18.0,1909.1192008768394,1863.0,19.80000000000001,8.136113427070697,4.286658541670526,0.31744404407073173
630.0,19.0,1909.1192008768394,1863.0,20.80000000000001,8.114884981699053,4.251929050707447,0.3305746500866498
630.0,20.0,1909.1192008768394,1863.0,21.80000000000001,7.917273711409559,4.104434200377158,0.3274964177482353
630.0,21.0,1909.1192008768394,1863.0,22.80000000000001,7.719662441120066,3.95693935004687,0.32441818540982076
630.0,22.0,1909.1192008768394,1863.0,23.80000000000001,7.522051170830572,3.8094444997165806,0.3213399530714063
630.0,23.0,1909.1192008768394,1863.0,24.80000000000001,7.324439900541079,3.661949649386293,0.31826172073299175
630.0,24.0,1909.1192008768394,1863.0,25.80000000000001,7.126828630251586,3.514454799056005,0.31518348839457727
630.0,25.0,1909.1192008768394,1863.0,26.80000000000001,6.929217359962092,3.3669599487257167,0.31210525605616274
630.0,26.0,1909.1192008768394,1863.0,27.80000000000001,6.7745798020074055,3.2524460141055496,0.299623621432158
630.0,27.0,1909.1192008768394,1863.0,28.80000000000001,6.630685672136421,3.146177308412912,0.28479113623675584
630.0,28.0,1909.1192008768394,1863.0,29.80000000000001,6.486791542265436,3.039908602720274,0.26995865104135364
630.0,29.0,1909.1192008768394,1863.0,30.80000000000001,6.342897412394453,2.9336398970276374,0.25512616584595144
630.0,30.0,1909.1192008768394,1863.0,31.80000000000001,6.199003282523468,2.8273711913349997,0.24029368065054924
630.0,31.0,1909.1192008768394,1863.0,32.80000000000001,6.055109152652483,2.7211024856423625,0.225461195455147
630.0,32.0,1909.1192008768394,1863.0,33.80000000000001,5.957397763320665,2.6433285141995135,0.20918285773617218
630.0,33.0,1909.1192008768394,1863.0,34.80000000000001,5.905869114528014,2.594049277006454,0.1914586674936247
630.0,34.0,1909.1192008768394,1863.0,35.80000000000001,5.854340465735362,2.5447700398133932,0.1737344772510772
630.0,35.0,1909.1192008768394,1863.0,36.80000000000001,5.80281181694271,2.495490802620332,0.1560102870085297
630.0,36.0,1909.1192008768394,1863.0,37.80000000000001,5.751283168150059,2.4462115654272725,0.13828609676598225
630.0,37.0,1909.1192008768394,1863.0,38.80000000000001,5.699754519357408,2.3969323282342123,0.12056190652343478
630.0,38.0,1909.1192008768394,1863.0,39.80000000000001,5.663732129703058,2.356514814384788,0.10355005147321562
630.0,39.0,1909.1192008768394,1863.0,40.80000000000001,5.68973477660191,2.3515441939099073,0.0893875371923099
630.0,40.0,1909.1192008768394,1863.0,41.80000000000001,5.715737423500762,2.346573573435027,0.07522502291140415
630.0,41.0,1909.1192008768394,1863.0,42.80000000000001,5.741740070399616,2.3416029529601463,0.0610625086304984
630.0,42.0,1909.1192008768394,1863.0,43.80000000000001,5.767742717298469,2.336632332485266,0.04689999434959265
630.0,43.0,1909.1192008768394,1863.0,44.80000000000001,5.793745364197322,2.331661712010385,0.03273748006868689
630.0,44.0,1909.1192008768394,1863.0,45.80000000000001,5.819748011096175,2.3266910915355044,0.018574965787781134
630.0,45.0,1909.1192008768394,1863.0,46.80000000000001,5.885932358196417,2.3494487675365825,0.010284506531502688
630.0,46.0,1909.1192008768394,1863.0,47.80000000000001,5.95658133865237,2.375287365368323,0.0026464978335161704
630.0,47.0,1909.1192008768394,1863.0,48.80000000000001,6.027230319108323,2.401125963200063,-0.004991510864470345
630.0,48.0,1909.1192008768394,1863.0,49.80000000000001,6.097879299564275,2.426964561031803,-0.012629519562456861
630.0,49.0,1909.1192008768394,1863.0,50.80000000000001,6.168528280020228,2.452803158863543,-0.02026752826044338
