Time,AB1N001Alpha,AB1N002Alpha,AB1N003Alpha,AB1N004Alpha,AB1N005Alpha,AB1N006Alpha,AB1N007Alpha,AB1N008Alpha,AB1N009Alpha,AB1N010Alpha,AB1N011Alpha,AB1N012Alpha,AB1N013Alpha,AB1N014Alpha,AB1N015Alpha,AB1N016Alpha,AB1N017Alpha,AB1N018Alpha,AB1N019Alpha,AB1N001Phi,AB1N002Phi,AB1N003Phi,AB1N004Phi,AB1N005Phi,AB1N006Phi,AB1N007Phi,AB1N008Phi,AB1N009Phi,AB1N010Phi,AB1N011Phi,AB1N012Phi,AB1N013Phi,AB1N014Phi,AB1N015Phi,AB1N016Phi,AB1N017Phi,AB1N018Phi,AB1N019Phi,AB1N001Cl,AB1N002Cl,AB1N003Cl,AB1N004Cl,AB1N005Cl,AB1N006Cl,AB1N007Cl,AB1N008Cl,AB1N009Cl,AB1N010Cl,AB1N011Cl,AB1N012Cl,AB1N013Cl,AB1N014Cl,AB1N015Cl,AB1N016Cl,AB1N017Cl,AB1N018Cl,AB1N019Cl,AB1N001Cd,AB1N002Cd,AB1N003Cd,AB1N004Cd,AB1N005Cd,AB1N006Cd,AB1N007Cd,AB1N008Cd,AB1N009Cd,AB1N010Cd,AB1N011Cd,AB1N012Cd,AB1N013Cd,AB1N014Cd,AB1N015Cd,AB1N016Cd,AB1N017Cd,AB1N018Cd,AB1N019Cd,AB1N001Fx,AB1N002Fx,AB1N003Fx,AB1N004Fx,AB1N005Fx,AB1N006Fx,AB1N007Fx,AB1N008Fx,AB1N009Fx,AB1N010Fx,AB1N011Fx,AB1N012Fx,AB1N013Fx,AB1N014Fx,AB1N015Fx,AB1N016Fx,AB1N017Fx,AB1N018Fx,AB1N019Fx,AB1N001Fy,AB1N002Fy,AB1N003Fy,AB1N004Fy,AB1N005Fy,AB1N006Fy,AB1N007Fy,AB1N008Fy,AB1N009Fy,AB1N010Fy,AB1N011Fy,AB1N012Fy,AB1N013Fy,AB1N014Fy,AB1N015Fy,AB1N016Fy,AB1N017Fy,AB1N018Fy,AB1N019Fy
600.000000000000000,67.236591293867832,59.054537289448767,45.853430514505433,31.967949725960576,14.412799932021006,9.008000146546530,7.257984395018509,5.621174505945650,4.707688393405836,4.844248967890040,4.096039249361532,4.237937072914574,4.418079910499584,4.468453522913139,4.870046382966513,4.416410528279147,4.988638247869379,6.320163333237682,7.370642342678412,80.544577749720219,72.362536658153743,59.161467187006799,45.275951677236073,27.720776865907204,20.487969238715600,17.419905965737897,14.632055840913656,12.502550604034550,11.388045539326809,9.456798932537520,8.425665241470343,7.542769692100205,6.787118769548624,6.395693047146259,5.279042893626790,5.358265344773164,6.425787942265201,7.476271944675600,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.597586840368447,1.293114138138828,1.071580957846710,1.009004442021292,0.898178814313180,0.915615171167035,0.909840070016356,0.927753048867973,0.940922603231083,0.947146621136905,0.989407472237367,0.943014456655858,1.002277795632586,1.122823294786077,1.207154776320698,0.500000000000000,0.500000000000000,0.500000000000000,0.350000000000000,0.175817103623059,0.012835911832825,0.011612258941749,0.008653931526729,0.005753430615249,0.005779487591523,0.005882588894228,0.005892154570384,0.006452617622428,0.006468260515978,0.006785350323661,0.006104329446283,0.006750448297320,0.009384606272146,0.011175405222546,102.179627535940767,97.846498034376879,117.910882091308210,99.396585554822224,1071.643826221699328,1485.550618382163066,1753.891577950586907,2190.098424631983562,2463.725128411145306,3028.220895865017610,3536.939194811902780,4112.812821027862810,4644.359637292318439,5098.784929266263134,5678.289190507618514,5628.675313495366026,5933.139975322103965,4943.465608769261962,5537.834285058394926,-16.893922901489287,-31.004327728198803,-70.489041866337629,-98.819047892335490,427.604129243306886,545.094186346810602,535.683594938161832,558.596456139344014,536.031570489827573,597.372570231570421,572.870670607478019,589.974240293839102,590.091222129759785,579.603337255014480,605.256980114206954,490.488742862061997,523.541381388275113,520.602068925937601,679.844336996757420
