a1,a2,x,y,z,velocityx_avg,velocityy_avg,velocityz_avg
630.0,1.0,1909.1192008768394,1863.0,2.8000000000000114,5.340404321855357,2.8845238696753164,0.06091824069605245
630.0,2.0,1909.1192008768394,1863.0,3.8000000000000114,5.713735209777418,3.0774851660395974,0.08361644489752212
630.0,3.0,1909.1192008768394,1863.0,4.800000000000011,6.087066097699479,3.2704464624038785,0.1063146490989918
630.0,4.0,1909.1192008768394,1863.0,5.800000000000011,6.46039698562154,3.4634077587681595,0.12901285330046147
630.0,5.0,1909.1192008768394,1863.0,6.800000000000011,6.833727873543602,3.65636905513244,0.15171105750193112
630.0,6.0,1909.1192008768394,1863.0,7.800000000000011,7.207058761465662,3.849330351496721,0.17440926170340082
630.0,7.0,1909.1192008768394,1863.0,8.800000000000011,7.394742150374528,3.953326255333062,0.18888876613857167
630.0,8.0,1909.1192008768394,1863.0,9.800000000000011,7.502862325420594,4.019194133800285,0.1998459706739002
630.0,9.0,1909.1192008768394,1863.0,10.800000000000011,7.610982500466662,4.085062012267508,0.21080317520922873
630.0,10.0,1909.1192008768394,1863.0,11.800000000000011,7.719102675512728,4.150929890734731,0.22176037974455726
630.0,11.0,1909.1192008768394,1863.0,12.800000000000011,7.827222850558796,4.216797769201954,0.2327175842798858
630.0,12.0,1909.1192008768394,1863.0,13.800000000000011,7.935343025604864,4.282665647669178,0.24367478881521434
630.0,13.0,1909.1192008768394,1863.0,14.800000000000011,8.016110151461111,4.3272600772518155,0.25344187677881036
630.0,14.0,1909.1192008768394,1863.0,15.800000000000011,8.055847703532631,4.339944333507578,0.2614237898848078
630.0,15.0,1909.1192008768394,1863.0,16.80000000000001,8.095585255604151,4.35262858976334,0.2694057029908052
630.0,16.0,1909.1192008768394,1863.0,17.80000000000001,8.135322807675673,4.365312846019103,0.27738761609680257
630.0,17.0,1909.1192008768394,1863.0,18.80000000000001,8.175060359747192,4.377997102274865,0.28536952920279995
630.0,18.0,1909.1192008768394,1863.0,19.80000000000001,8.214797911818714,4.390681358530627,0.29335144230879734
630.0,19.0,1909.1192008768394,1863.0,20.80000000000001,8.238862721069314,4.392962913329587,0.3004463606354392
630.0,20.0,1909.1192008768394,1863.0,21.80000000000001,8.121872844931637,4.30162015501733,0.2995583259478813
630.0,21.0,1909.1192008768394,1863.0,22.80000000000001,8.004882968793964,4.210277396705074,0.2986702912603235
630.0,22.0,1909.1192008768394,1863.0,23.80000000000001,7.887893092656288,4.118934638392815,0.2977822565727657
630.0,23.0,1909.1192008768394,1863.0,24.80000000000001,7.770903216518613,4.027591880080559,0.29689422188520787
630.0,24.0,1909.1192008768394,1863.0,25.80000000000001,7.653913340380938,3.936249121768301,0.29600618719765004
630.0,25.0,1909.1192008768394,1863.0,26.80000000000001,7.536923464243263,3.844906363456044,0.2951181525100922
630.0,26.0,1909.1192008768394,1863.0,27.80000000000001,7.422162897682563,3.754174671942379,0.2859090462054424
630.0,27.0,1909.1192008768394,1863.0,28.80000000000001,7.307959658516106,3.6635957471283627,0.2746196719965196
630.0,28.0,1909.1192008768394,1863.0,29.80000000000001,7.193756419349649,3.5730168223143446,0.2633302977875967
630.0,29.0,1909.1192008768394,1863.0,30.80000000000001,7.0795531801831935,3.4824378975003287,0.2520409235786739
630.0,30.0,1909.1192008768394,1863.0,31.80000000000001,6.965349941016736,3.391858972686312,0.24075154936975107
630.0,31.0,1909.1192008768394,1863.0,32.80000000000001,6.85114670185028,3.301280047872295,0.22946217516082826
630.0,32.0,1909.1192008768394,1863.0,33.80000000000001,6.78155875702855,3.235330835749406,0.22004757425053126
630.0,33.0,1909.1192008768394,1863.0,34.80000000000001,6.756586106551544,3.1940113363176454,0.21250774663886007
630.0,34.0,1909.1192008768394,1863.0,35.80000000000001,6.731613456074539,3.152691836885885,0.20496791902718892
630.0,35.0,1909.1192008768394,1863.0,36.80000000000001,6.706640805597534,3.1113723374541236,0.19742809141551765
630.0,36.0,1909.1192008768394,1863.0,37.80000000000001,6.681668155120528,3.070052838022363,0.18988826380384646
630.0,37.0,1909.1192008768394,1863.0,38.80000000000001,6.656695504643522,3.028733338590602,0.18234843619217528
630.0,38.0,1909.1192008768394,1863.0,39.80000000000001,6.637721822187015,2.9931808566333538,0.17436069003866253
630.0,39.0,1909.1192008768394,1863.0,40.80000000000001,6.642744011812504,2.980696444574158,0.16458126971778364
630.0,40.0,1909.1192008768394,1863.0,41.80000000000001,6.647766201437992,2.9682120325149626,0.15480184939690467
630.0,41.0,1909.1192008768394,1863.0,42.80000000000001,6.652788391063483,2.9557276204557663,0.14502242907602575
630.0,42.0,1909.1192008768394,1863.0,43.80000000000001,6.65781058068897,2.94324320839657,0.1352430087551468
630.0,43.0,1909.1192008768394,1863.0,44.80000000000001,6.66283277031446,2.9307587963373747,0.12546358843426786
630.0,44.0,1909.1192008768394,1863.0,45.80000000000001,6.66785495993995,2.918274384278179,0.11568416811338894
630.0,45.0,1909.1192008768394,1863.0,46.80000000000001,6.705706663980084,2.9312148476290605,0.1079194185559309
630.0,46.0,1909.1192008768394,1863.0,47.80000000000001,6.74720609184407,2.946980297136617,0.10037852130551962
630.0,47.0,1909.1192008768394,1863.0,48.80000000000001,6.788705519708056,2.9627457466441744,0.09283762405510836
630.0,48.0,1909.1192008768394,1863.0,49.80000000000001,6.830204947572042,2.9785111961517314,0.08529672680469708
630.0,49.0,1909.1192008768394,1863.0,50.80000000000001,6.871704375436028,2.9942766456592884,0.07775582955428581
630.0,50.0,1909.1192008768394,1863.0,51.80000000000001,6.913203803300014,3.0100420951668454,0.07021493230387452
630.0,51.0,1909.1192008768394,1863.0,52.80000000000001,6.964476697548777,3.027601110116226,0.0659505331387553
630.0,52.0,1909.1192008768394,1863.0,53.80000000000001,7.02226523605406,3.046355835360155,0.06387046603049742
630.0,53.0,1909.1192008768394,1863.0,54.80000000000001,7.080053774559342,3.065110560604084,0.06179039892223953
630.0,54.0,1909.1192008768394,1863.0,55.80000000000001,7.137842313064624,3.083865285848013,0.05971033181398166
630.0,55.0,1909.1192008768394,1863.0,56.80000000000001,7.195630851569907,3.102620011091943,0.05763026470572378
630.0,56.0,1909.1192008768394,1863.0,57.80000000000001,7.253419390075189,3.1213747363358717,0.0555501975974659
630.0,57.0,1909.1192008768394,1863.0,58.80000000000001,7.302740865437759,3.13118917591438,0.05351842115029373
630.0,58.0,1909.1192008768394,1863.0,59.80000000000001,7.332305860133997,3.1201429489402397,0.05159932291232155
630.0,59.0,1909.1192008768394,1863.0,60.80000000000001,7.361870854830236,3.1090967219660994,0.04968022467434936
630.0,60.0,1909.1192008768394,1863.0,61.80000000000001,7.391435849526475,3.098050494991959,0.047761126436377185
630.0,61.0,1909.1192008768394,1863.0,62.80000000000001,7.421000844222714,3.087004268017819,0.045842028198405
630.0,62.0,1909.1192008768394,1863.0,63.80000000000001,7.450565838918952,3.0759580410436786,0.043922929960432816
630.0,63.0,1909.1192008768394,1863.0,64.80000000000001,7.480130833615191,3.064911814069538,0.04200383172246063
630.0,64.0,1909.1192008768394,1863.0,65.80000000000001,7.488069684842632,3.043461317023847,0.03682339225850992
630.0,65.0,1909.1192008768394,1863.0,66.80000000000001,7.4960085360700734,3.0220108199781563,0.0316429527945592
630.0,66.0,1909.1192008768394,1863.0,67.80000000000001,7.503947387297515,3.000560322932465,0.026462513330608485
630.0,67.0,1909.1192008768394,1863.0,68.80000000000001,7.511886238524957,2.9791098258867743,0.021282073866657765
630.0,68.0,1909.1192008768394,1863.0,69.80000000000001,7.519825089752397,2.957659328841083,0.016101634402707045
630.0,69.0,1909.1192008768394,1863.0,70.80000000000001,7.527763940979838,2.936208831795392,0.010921194938756332
630.0,70.0,1909.1192008768394,1863.0,71.80000000000001,7.538045555201894,2.9475218146654227,0.006963620905399082
630.0,71.0,1909.1192008768394,1863.0,72.80000000000001,7.549331210707356,2.972876288927906,0.00353013205658189
630.0,72.0,1909.1192008768394,1863.0,73.80000000000001,7.560616866212819,2.998230763190389,9.664320776469563e-05
630.0,73.0,1909.1192008768394,1863.0,74.80000000000001,7.571902521718282,3.023585237452872,-0.0033368456410524977
630.0,74.0,1909.1192008768394,1863.0,75.80000000000001,7.583188177223744,3.048939711715355,-0.006770334489869692
630.0,75.0,1909.1192008768394,1863.0,76.80000000000001,7.594473832729207,3.0742941859778385,-0.010203823338686887
630.0,76.0,1909.1192008768394,1863.0,77.80000000000001,7.630363526218292,3.1383886991809127,-0.009257984510316087
630.0,77.0,1909.1192008768394,1863.0,78.80000000000001,7.703159276682811,3.2605932707948724,-0.0017431541661634522
630.0,78.0,1909.1192008768394,1863.0,79.80000000000001,7.7759550271473294,3.3827978424088334,0.0057716761779891814
630.0,79.0,1909.1192008768394,1863.0,80.80000000000001,7.848750777611848,3.505002414022793,0.013286506522141818
630.0,80.0,1909.1192008768394,1863.0,81.80000000000001,7.921546528076367,3.6272069856367533,0.020801336866294446
630.0,81.0,1909.1192008768394,1863.0,82.80000000000001,7.994342278540885,3.7494115572507134,0.02831616721044708
630.0,82.0,1909.1192008768394,1863.0,83.80000000000001,8.066844967267132,3.8689102933900865,0.0363157395309651
630.0,83.0,1909.1192008768394,1863.0,84.80000000000001,8.13671010034891,3.964056510258174,0.048677989638771055
630.0,84.0,1909.1192008768394,1863.0,85.80000000000001,8.206575233430689,4.059202727126262,0.06104023974657703
630.0,85.0,1909.1192008768394,1863.0,86.80000000000001,8.27644036651247,4.154348943994352,0.073402489854383
630.0,86.0,1909.1192008768394,1863.0,87.80000000000001,8.34630549959425,4.24949516086244,0.08576473996218896
630.0,87.0,1909.1192008768394,1863.0,88.80000000000001,8.41617063267603,4.344641377730529,0.09812699006999495
630.0,88.0,1909.1192008768394,1863.0,89.80000000000001,8.48603576575781,4.439787594598617,0.1104892401778009
630.0,89.0,1909.1192008768394,1863.0,90.80000000000001,8.489047979566973,4.491665278439687,0.11839181409053934
630.0,90.0,1909.1192008768394,1863.0,91.80000000000001,8.475346963557982,4.532725829024,0.12517946895451082
630.0,91.0,1909.1192008768394,1863.0,92.80000000000001,8.46164594754899,4.573786379608313,0.1319671238184823
630.0,92.0,1909.1192008768394,1863.0,93.80000000000001,8.44794493154,4.614846930192626,0.13875477868245384
630.0,93.0,1909.1192008768394,1863.0,94.80000000000001,8.434243915531008,4.65590748077694,0.14554243354642532
630.0,94.0,1909.1192008768394,1863.0,95.80000000000001,8.420542899522017,4.696968031361253,0.15233008841039683
630.0,95.0,1909.1192008768394,1863.0,96.80000000000001,8.337280852766982,4.731342532969469,0.14802878685553875
630.0,96.0,1909.1192008768394,1863.0,97.80000000000001,8.184457775265905,4.759030985601586,0.13263852888185096
630.0,97.0,1909.1192008768394,1863.0,98.80000000000001,8.031634697764826,4.786719438233703,0.11724827090816325
630.0,98.0,1909.1192008768394,1863.0,99.80000000000001,7.878811620263746,4.814407890865819,0.1018580129344755
630.0,99.0,1909.1192008768394,1863.0,100.80000000000001,7.725988542762668,4.842096343497938,0.08646775496078776
630.0,100.0,1909.1192008768394,1863.0,101.80000000000001,7.573165465261589,4.869784796130055,0.07107749698710003
630.0,101.0,1909.1192008768394,1863.0,102.80000000000001,7.4262682522153005,4.895835248019124,0.057943058500277235
630.0,102.0,1909.1192008768394,1863.0,103.80000000000001,7.303074496988177,4.9153336969360035,0.05383189796091396
630.0,103.0,1909.1192008768394,1863.0,104.80000000000001,7.179880741761054,4.934832145852884,0.04972073742155071
630.0,104.0,1909.1192008768394,1863.0,105.80000000000001,7.05668698653393,4.954330594769763,0.04560957688218745
630.0,105.0,1909.1192008768394,1863.0,106.80000000000001,6.933493231306805,4.973829043686641,0.04149841634282418
630.0,106.0,1909.1192008768394,1863.0,107.80000000000001,6.810299476079683,4.9933274926035205,0.03738725580346093
630.0,107.0,1909.1192008768394,1863.0,108.80000000000001,6.687105720852559,5.012825941520401,0.03327609526409767
